Testing Time:2022-05-11 17:58:16.411616
--------------------------------------------------
------------First PID----------------
kp_angle = 20.0, ki_angle = 13.0, kd_angle = 0.5, kp_speed = 20.0, ki_speed = 15.0, Speed Desired = 0.7
Time		Speed_desired		Wheel_speed	Speed_error	Speed_error_cum	Angle_desired	imu_angle	angle_error	angle_error_cum	angle_diff	motor_output
1652309896.43		0.70		-0.00		0.70		0.02		10.00		-2.49		12.49		0.28		556.16		-531.47
1652309896.45		0.70		2.25		0.70		0.02		10.00		-2.49		12.49		0.60		0.05		-257.66
1652309896.48		0.70		3.06		-2.36		-0.04		10.00		-2.03		12.03		0.90		-19.06		-242.64
1652309896.51		0.70		1.04		-2.36		-0.04		10.00		-0.33		10.33		1.19		-59.31		-192.53
1652309896.53		0.70		1.79		-1.09		-0.07		10.00		2.16		7.84		1.40		-92.43		-128.77
1652309896.56		0.70		0.95		-1.09		-0.07		10.00		4.80		5.20		1.52		-119.37		-64.01
1652309896.58		0.70		0.71		-0.01		-0.07		10.00		7.39		2.61		1.58		-101.90		-21.84
1652309896.60		0.70		0.63		-0.01		-0.07		10.00		11.01		-1.01		1.56		-161.51		80.58
1652309896.63		0.70		-0.00		0.70		-0.05		10.00		14.51		-4.51		1.45		-139.83		141.20
1652309896.65		0.70		-0.16		0.70		-0.05		10.00		17.48		-7.48		1.26		-120.88		193.61
1652309896.68		0.70		-0.25		0.95		-0.03		10.00		19.18		-9.18		1.03		-65.28		202.91
1652309896.71		0.70		-0.42		0.95		-0.03		10.00		20.30		-10.30		0.75		-41.61		217.16
1652309896.73		0.70		-0.00		0.70		-0.01		10.00		21.79		-11.79		0.46		-60.15		259.95
1652309896.75		0.70		-0.59		0.70		-0.01		10.00		22.64		-12.64		0.17		-38.10		269.61
1652309896.78		0.70		-0.34		1.04		0.02		10.00		23.90		-13.90		-0.19		-47.93		304.43
1652309896.80		0.70		-0.74		1.04		0.02		10.00		24.29		-14.29		-0.53		-16.71		301.11
1652309896.83		0.70		-0.95		1.65		0.06		10.00		23.77		-13.77		-0.92		18.09		278.46
1652309896.86		0.70		-1.08		1.65		0.06		10.00		22.67		-12.67		-1.23		44.92		247.04
1652309896.88		0.70		-1.37		2.07		0.11		10.00		20.70		-10.70		-1.49		82.88		191.93
1652309896.90		0.70		-1.42		2.07		0.11		10.00		17.91		-7.91		-1.68		115.64		122.19
1652309896.93		0.70		-1.64		2.34		0.17		10.00		15.05		-5.05		-1.81		112.67		68.22
1652309896.96		0.70		-1.48		2.34		0.17		10.00		11.89		-1.89		-1.86		127.33		-1.73
1652309896.98		0.70		-0.25		0.95		0.20		10.00		9.90		0.10		-1.85		67.65		-11.81
1652309897.00		0.70		-0.08		0.95		0.20		10.00		8.82		1.18		-1.83		55.66		-27.74
1652309897.03		0.70		-0.00		0.70		0.22		10.00		8.83		1.17		-1.80		-0.44		0.13
1652309897.05		0.70		0.08		0.70		0.22		10.00		11.11		-1.11		-1.82		-98.44		95.14
1652309897.08		0.70		-0.60		1.30		0.25		10.00		14.05		-4.05		-1.93		-112.71		162.51
1652309897.10		0.70		-0.22		1.30		0.25		10.00		17.63		-7.63		-2.12		-146.35		253.36
1652309897.13		0.70		-0.00		0.70		0.27		10.00		21.04		-11.04		-2.39		-137.38		320.54
1652309897.15		0.70		-0.93		0.70		0.27		10.00		22.71		-12.71		-2.70		-68.06		323.27
1652309897.18		0.70		-1.02		1.72		0.31		10.00		23.86		-13.86		-3.05		-45.99		339.81
1652309897.20		0.70		-1.42		1.72		0.31		10.00		23.89		-13.89		-3.40		-1.31		322.75
1652309897.23		0.70		-1.65		2.35		0.37		10.00		22.70		-12.70		-3.73		46.26		279.32
1652309897.25		0.70		-1.11		2.35		0.37		10.00		21.73		-11.73		-4.01		41.09		266.15
1652309897.28		0.70		-1.24		1.94		0.42		10.00		21.09		-11.09		-4.30		24.80		265.16
1652309897.30		0.70		-1.59		1.94		0.42		10.00		19.70		-9.70		-4.53		57.04		224.41
1652309897.33		0.70		-1.50		2.20		0.48		10.00		18.45		-8.45		-4.75		48.20		206.70
1652309897.35		0.70		-1.92		2.20		0.48		10.00		16.27		-6.27		-4.90		88.56		144.86
1652309897.39		0.70		-1.25		1.95		0.55		10.00		13.72		-3.72		-5.04		71.55		104.05
1652309897.40		0.70		-1.00		1.95		0.55		10.00		11.60		-1.60		-5.06		151.29		22.12
1652309897.43		0.70		-0.83		1.53		0.59		10.00		11.08		-1.08		-5.09		20.62		77.52
1652309897.45		0.70		-0.84		1.53		0.59		10.00		10.63		-0.63		-5.10		18.55		69.71
1652309897.48		0.70		-0.92		1.62		0.63		10.00		11.36		-1.36		-5.14		-28.78		108.41
1652309897.50		0.70		-1.16		1.62		0.63		10.00		12.23		-2.23		-5.19		-34.64		129.40
1652309897.53		0.70		-0.92		1.62		0.68		10.00		13.41		-3.41		-5.30		-38.88		156.50
1652309897.56		0.70		-0.92		1.62		0.68		10.00		14.38		-4.38		-5.43		-31.49		174.03
1652309897.58		0.70		-0.29		0.99		0.70		10.00		15.24		-5.24		-5.53		-44.37		198.93
1652309897.60		0.70		-0.84		0.99		0.70		10.00		16.51		-6.51		-5.66		-63.12		235.33
1652309897.63		0.70		-0.82		1.52		0.74		10.00		18.84		-8.84		-5.88		-94.77		300.67
1652309897.65		0.70		-1.08		1.52		0.74		10.00		20.50		-10.50		-6.15		-65.23		322.63
1652309897.68		0.70		-1.41		2.11		0.79		10.00		20.78		-10.78		-6.43		-10.27		304.32
1652309897.70		0.70		-1.62		2.11		0.79		10.00		20.09		-10.09		-6.67		28.96		274.10
1652309897.73		0.70		-1.31		2.01		0.84		10.00		18.98		-8.98		-6.91		41.92		248.55
1652309897.75		0.70		-1.23		2.01		0.84		10.00		18.23		-8.23		-7.11		32.06		240.88
1652309897.78		0.70		-1.67		2.37		0.90		10.00		17.21		-7.21		-7.28		41.43		218.14
1652309897.80		0.70		-1.59		2.37		0.90		10.00		16.63		-6.63		-7.45		23.15		217.77
1652309897.83		0.70		-2.12		2.82		0.98		10.00		15.56		-5.56		-7.61		37.02		191.62
1652309897.85		0.70		-1.63		2.82		0.98		10.00		13.72		-3.72		-7.69		85.19		131.85
1652309897.88		0.70		-1.12		1.82		1.03		10.00		13.35		-3.35		-7.78		14.73		160.63
1652309897.91		0.70		-1.78		1.82		1.03		10.00		12.77		-2.77		-7.85		23.01		145.79
1652309897.93		0.70		-1.03		1.73		1.08		10.00		13.13		-3.13		-7.93		-13.58		172.41
1652309897.95		0.70		-1.52		1.73		1.08		10.00		13.48		-3.48		-8.00		-16.00		181.58
1652309897.98		0.70		-1.48		2.18		1.14		10.00		13.31		-3.31		-8.09		6.33		168.17
1652309898.01		0.70		-0.69		2.18		1.14		10.00		13.65		-3.65		-8.18		-13.89		186.35
1652309898.03		0.70		-1.25		1.95		1.18		10.00		14.89		-4.89		-8.31		-49.23		230.31
1652309898.05		0.70		-1.17		1.95		1.18		10.00		16.01		-6.01		-8.45		-47.61		253.83
1652309898.08		0.70		-1.30		2.00		1.24		10.00		17.20		-7.20		-8.65		-43.19		278.08
1652309898.10		0.70		-1.83		2.00		1.24		10.00		17.55		-7.55		-8.81		-16.06		273.51
1652309898.13		0.70		-1.23		1.93		1.29		10.00		16.73		-6.73		-9.00		29.36		236.89
1652309898.16		0.70		-1.01		1.93		1.29		10.00		17.16		-7.16		-9.17		-17.76		271.26
1652309898.18		0.70		-1.93		2.63		1.36		10.00		17.00		-7.00		-9.34		6.47		258.23
1652309898.20		0.70		-1.54		2.63		1.36		10.00		17.25		-7.25		-9.51		-10.32		273.94
1652309898.23		0.70		-2.00		2.70		1.42		10.00		16.67		-6.67		-9.68		23.18		247.69
1652309898.25		0.70		-1.25		2.70		1.42		10.00		15.17		-5.17		-9.81		61.47		200.22
1652309898.28		0.70		-1.31		2.01		1.48		10.00		15.28		-5.28		-9.95		-4.14		237.00
1652309898.30		0.70		-1.86		2.01		1.48		10.00		14.81		-4.81		-10.06		19.77		217.09
1652309898.33		0.70		-1.65		2.35		1.54		10.00		14.73		-4.73		-10.19		2.94		225.57
1652309898.35		0.70		-1.84		2.35		1.54		10.00		13.76		-3.76		-10.28		39.51		189.06
1652309898.38		0.70		-0.83		1.53		1.58		10.00		14.16		-4.16		-10.38		-16.44		226.30
1652309898.40		0.70		-1.81		1.53		1.58		10.00		14.32		-4.32		-10.49		-6.62		226.09
1652309898.43		0.70		-1.34		2.04		1.63		10.00		15.17		-5.17		-10.62		-33.07		258.09
1652309898.45		0.70		-1.88		2.04		1.63		10.00		15.53		-5.53		-10.76		-14.06		257.48
1652309898.48		0.70		-1.01		1.71		1.67		10.00		15.21		-5.21		-10.89		12.77		239.32
1652309898.50		0.70		-1.24		1.71		1.67		10.00		16.94		-6.94		-11.06		-71.39		318.30
1652309898.53		0.70		-2.00		2.70		1.74		10.00		17.35		-7.35		-11.24		-16.44		301.41
1652309898.55		0.70		-1.81		2.70		1.74		10.00		18.02		-8.02		-11.44		-27.07		322.79
1652309898.58		0.70		-2.42		3.12		1.82		10.00		17.46		-7.46		-11.64		22.05		289.38
1652309898.60		0.70		-0.91		3.12		1.82		10.00		17.50		-7.50		-11.82		-1.92		304.63
1652309898.63		0.70		-1.87		2.57		1.88		10.00		17.19		-7.19		-11.99		12.74		293.30
1652309898.65		0.70		-2.00		2.57		1.88		10.00		17.48		-7.48		-12.18		-11.90		313.91
1652309898.68		0.70		-2.76		3.46		1.97		10.00		17.22		-7.22		-12.36		10.46		299.82
1652309898.70		0.70		-1.01		3.46		1.97		10.00		16.90		-6.90		-12.54		12.60		294.59
1652309898.73		0.70		-2.10		2.80		2.04		10.00		16.48		-6.48		-12.70		16.87		286.26
1652309898.75		0.70		-2.19		2.80		2.04		10.00		16.32		-6.32		-12.85		6.64		290.11
1652309898.78		0.70		-2.77		3.47		2.13		10.00		15.43		-5.43		-12.99		35.25		259.85
1652309898.80		0.70		-0.84		3.47		2.13		10.00		14.97		-4.97		-13.11		18.67		260.56
1652309898.83		0.70		-2.17		2.87		2.20		10.00		14.24		-4.24		-13.22		28.25		242.63
1652309898.85		0.70		-2.04		2.87		2.20		10.00		13.91		-3.91		-13.32		13.39		244.57
1652309898.88		0.70		-2.39		3.09		2.28		10.00		13.61		-3.61		-13.41		11.96		240.55
1652309898.90		0.70		-1.16		3.09		2.28		10.00		13.59		-3.59		-13.50		0.78		246.91
1652309898.93		0.70		-1.66		2.36		2.34		10.00		13.42		-3.42		-13.58		6.91		241.49
1652309898.95		0.70		-1.61		2.36		2.34		10.00		13.69		-3.69		-13.68		-11.15		257.23
1652309898.98		0.70		-1.73		2.43		2.40		10.00		14.03		-4.03		-13.78		-13.44		266.47
1652309899.00		0.70		-1.43		2.43		2.40		10.00		13.35		-3.35		-13.86		27.09		233.65
1652309899.03		0.70		-1.18		1.88		2.45		10.00		14.14		-4.14		-13.97		-30.15		279.51
1652309899.05		0.70		-2.01		1.88		2.45		10.00		13.88		-3.88		-14.06		11.04		254.82
1652309899.08		0.70		-1.85		2.55		2.51		10.00		14.56		-4.56		-14.18		-26.94		289.04
1652309899.11		0.70		-1.91		2.55		2.51		10.00		14.26		-4.26		-14.29		11.06		265.58
1652309899.13		0.70		-1.38		2.08		2.56		10.00		14.85		-4.85		-14.41		-24.12		296.43
1652309899.16		0.70		-1.90		2.08		2.56		10.00		14.69		-4.69		-14.55		5.52		280.14
1652309899.18		0.70		-1.94		2.64		2.62		10.00		14.90		-4.90		-14.66		-9.54		293.37
1652309899.20		0.70		-2.35		2.64		2.62		10.00		14.63		-4.63		-14.76		13.32		277.73
1652309899.23		0.70		-1.16		1.86		2.67		10.00		14.06		-4.06		-14.87		19.39		264.96
1652309899.26		0.70		-1.83		1.86		2.67		10.00		14.53		-4.53		-14.98		-20.22		295.51
1652309899.28		0.70		-2.16		2.86		2.75		10.00		14.64		-4.64		-15.10		-4.00		291.03
1652309899.30		0.70		-2.49		2.86		2.75		10.00		14.36		-4.36		-15.20		12.38		278.59
1652309899.33		0.70		-0.92		1.62		2.79		10.00		12.89		-2.89		-15.27		55.44		228.67
1652309899.35		0.70		-1.59		1.62		2.79		10.00		13.30		-3.30		-15.35		-17.31		274.22
1652309899.38		0.70		-1.81		2.51		2.86		10.00		13.09		-3.09		-15.43		7.91		258.49
1652309899.40		0.70		-1.84		2.51		2.86		10.00		12.74		-2.74		-15.50		14.70		248.90
1652309899.43		0.70		-1.78		2.48		2.92		10.00		11.84		-1.84		-15.54		35.95		220.93
1652309899.45		0.70		-0.99		2.48		2.92		10.00		11.07		-1.07		-15.57		31.54		207.95
1652309899.48		0.70		-1.45		2.15		2.97		10.00		11.38		-1.38		-15.60		-12.63		236.71
1652309899.50		0.70		-1.45		2.15		2.97		10.00		11.93		-1.93		-15.65		-21.25		252.74
1652309899.53		0.70		-1.51		2.21		3.03		10.00		12.28		-2.28		-15.72		-13.33		256.64
1652309899.55		0.70		-1.54		2.21		3.03		10.00		12.29		-2.29		-15.77		-0.25		250.92
1652309899.58		0.70		-0.98		1.68		3.07		10.00		12.67		-2.67		-15.84		-15.08		266.89
1652309899.61		0.70		-1.33		1.68		3.07		10.00		13.16		-3.16		-15.92		-19.61		279.91
1652309899.63		0.70		-1.64		2.34		3.13		10.00		13.78		-3.78		-16.01		-25.31		296.37
1652309899.66		0.70		-2.08		2.34		3.13		10.00		14.35		-4.35		-16.13		-20.34		306.95
1652309899.68		0.70		-1.68		2.38		3.18		10.00		13.78		-3.78		-16.22		25.58		273.64
1652309899.70		0.70		-1.26		2.38		3.18		10.00		13.79		-3.79		-16.31		-0.45		288.04
1652309899.73		0.70		-2.57		3.27		3.27		10.00		13.40		-3.40		-16.39		15.12		273.59
1652309899.75		0.70		-2.02		3.27		3.27		10.00		12.74		-2.74		-16.46		27.51		255.07
1652309899.78		0.70		-1.50		2.20		3.33		10.00		11.76		-1.76		-16.50		38.34		230.66
1652309899.81		0.70		-1.54		2.20		3.33		10.00		11.49		-1.49		-16.56		7.81		241.18
1652309899.84		0.70		-1.90		2.60		3.38		10.00		10.88		-0.88		-16.57		29.08		218.49
1652309899.86		0.70		-1.79		2.60		3.38		10.00		11.04		-1.04		-16.60		-7.73		240.44
1652309899.88		0.70		-1.84		2.54		3.45		10.00		10.69		-0.69		-16.61		13.66		222.96
1652309899.91		0.70		-0.97		2.54		3.45		10.00		10.18		-0.18		-16.62		17.88		210.62
1652309899.93		0.70		-1.58		2.28		3.49		10.00		10.39		-0.39		-16.63		-11.16		229.43
1652309899.95		0.70		-1.43		2.28		3.49		10.00		10.79		-0.79		-16.65		-16.51		240.50
1652309899.98		0.70		-1.83		2.53		3.55		10.00		11.10		-1.10		-16.67		-12.08		244.74
1652309900.00		0.70		-1.69		2.53		3.55		10.00		10.33		-0.33		-16.68		31.89		207.54
1652309900.03		0.70		-0.75		1.45		3.59		10.00		11.29		-1.29		-16.71		-38.02		262.11
1652309900.05		0.70		-2.01		1.45		3.59		10.00		12.11		-2.11		-16.77		-32.65		276.44
1652309900.08		0.70		-1.42		2.12		3.64		10.00		13.09		-3.09		-16.85		-37.98		299.70
1652309900.10		0.70		-2.14		2.12		3.64		10.00		13.33		-3.33		-16.93		-10.25		291.81
1652309900.13		0.70		-1.04		1.74		3.69		10.00		12.70		-2.70		-17.00		23.81		263.12
1652309900.15		0.70		-1.41		1.74		3.69		10.00		13.60		-3.60		-17.08		-37.46		312.82
1652309900.18		0.70		-2.10		2.80		3.76		10.00		13.63		-3.63		-17.17		-1.42		296.67
1652309900.20		0.70		-2.23		2.80		3.76		10.00		13.99		-3.99		-17.27		-14.40		311.62
1652309900.23		0.70		-2.07		2.77		3.83		10.00		12.81		-2.81		-17.35		44.50		259.45
1652309900.26		0.70		-1.25		2.77		3.83		10.00		13.24		-3.24		-17.43		-16.55		299.68
1652309900.28		0.70		-2.40		3.10		3.91		10.00		12.80		-2.80		-17.50		17.21		274.92
1652309900.30		0.70		-1.87		3.10		3.91		10.00		12.41		-2.41		-17.56		17.73		267.57
1652309900.33		0.70		-1.26		1.96		3.96		10.00		11.60		-1.60		-17.60		31.83		244.85
1652309900.35		0.70		-1.32		1.96		3.96		10.00		12.11		-2.11		-17.65		-19.69		281.46
1652309900.38		0.70		-2.05		2.75		4.04		10.00		12.16		-2.16		-17.72		-1.70		274.29
1652309900.40		0.70		-2.03		2.75		4.04		10.00		12.04		-2.04		-17.76		5.71		268.79
1652309900.43		0.70		-2.17		2.87		4.12		10.00		11.38		-1.38		-17.79		26.19		245.85
1652309900.45		0.70		-1.01		2.87		4.12		10.00		11.94		-1.94		-17.84		-23.18		282.31
1652309900.48		0.70		-2.09		2.79		4.19		10.00		12.35		-2.35		-17.90		-15.45		287.41
1652309900.51		0.70		-1.85		2.79		4.19		10.00		12.37		-2.37		-17.97		-0.70		281.28
1652309900.53		0.70		-1.69		2.39		4.25		10.00		12.21		-2.21		-18.02		6.49		275.17
1652309900.56		0.70		-1.09		2.39		4.25		10.00		13.65		-3.65		-18.11		-61.43		339.16
1652309900.58		0.70		-2.35		3.05		4.32		10.00		14.69		-4.69		-18.22		-43.99		352.72
1652309900.60		0.70		-2.16		3.05		4.32		10.00		14.99		-4.99		-18.33		-12.76		344.54
1652309900.63		0.70		-2.66		3.36		4.41		10.00		14.90		-4.90		-18.46		3.43		336.32
1652309900.66		0.70		-1.24		3.36		4.41		10.00		15.04		-5.04		-18.59		-5.43		345.28
1652309900.68		0.70		-2.34		3.04		4.49		10.00		14.74		-4.74		-18.72		11.72		332.18
1652309900.70		0.70		-2.76		3.04		4.49		10.00		14.43		-4.43		-18.82		13.09		326.70
1652309900.73		0.70		-1.58		2.28		4.54		10.00		13.55		-3.55		-18.91		35.56		299.00
1652309900.75		0.70		-1.39		2.28		4.54		10.00		13.85		-3.85		-19.00		-12.78		330.48
1652309900.78		0.70		-2.62		3.32		4.63		10.00		12.70		-2.70		-19.07		45.13		279.37
1652309900.80		0.70		-2.85		3.32		4.63		10.00		11.87		-1.87		-19.12		32.17		269.86
1652309900.83		0.70		-2.06		2.76		4.70		10.00		9.60		0.40		-19.11		89.87		195.37
1652309900.85		0.70		-1.59		2.76		4.70		10.00		9.49		0.51		-19.10		4.62		235.64
1652309900.88		0.70		-2.30		3.00		4.77		10.00		7.84		2.16		-19.04		67.99		170.38
1652309900.90		0.70		-1.76		3.00		4.77		10.00		7.55		2.45		-18.98		11.57		192.00
1652309900.93		0.70		-1.34		2.04		4.83		10.00		5.93		4.07		-18.87		58.13		134.78
1652309900.96		0.70		-1.17		2.04		4.83		10.00		6.36		3.64		-18.77		-16.65		179.58
1652309900.98		0.70		-1.65		2.35		4.88		10.00		6.38		3.62		-18.69		-0.70		170.83
1652309901.00		0.70		-1.30		2.35		4.88		10.00		7.00		3.00		-18.62		-26.15		195.11
1652309901.03		0.70		-1.75		2.45		4.94		10.00		7.45		2.55		-18.55		-17.82		199.02
1652309901.05		0.70		-0.74		2.45		4.94		10.00		7.94		2.06		-18.50		-19.79		209.30
1652309901.08		0.70		-0.92		1.62		4.98		10.00		9.97		0.03		-18.50		-80.31		280.05
1652309901.10		0.70		-1.42		1.62		4.98		10.00		11.64		-1.64		-18.54		-68.70		308.22
1652309901.13		0.70		-1.60		2.30		5.04		10.00		13.42		-3.42		-18.63		-70.59		345.94
1652309901.15		0.70		-2.06		2.30		5.04		10.00		13.79		-3.79		-18.72		-14.96		326.63
1652309901.18		0.70		-0.94		1.64		5.08		10.00		14.29		-4.29		-18.83		-19.59		340.27
