Time,Speed_des,Wheel_speed,Speed_error,Sp_err_cum,Angle_des,imu_angle,angle_err,ang_err_cum,angle_diff,motor_output
1654033855.900813,1.5,0.0,1.5,0.026624679565429688,3.186372756958008,-3.1805999279022217,6.3669726848602295,0.11301240502416476,358.7070035460993,-461.51527539461745
1654033855.9254212,1.5,-1.6383103688557943,3.1383103688557945,0.10385264549519586,7.0035892561779605,-2.870699882507324,9.874289138685285,0.35600024738377034,142.52670598508192,-351.29811818385065
1654033855.9509265,1.5,-3.1441062927246093,4.64410629272461,0.222301989862414,10.844326514486118,-2.113100051879883,12.957426566366001,0.6864833553774055,120.88220501108593,-411.1052100402692
1654033855.9769735,1.5,-3.3220893859863283,4.822089385986328,0.3479029103797681,12.079499144631034,-0.7912999987602234,12.870799143391258,1.0217289493105948,-3.3258130206469394,-312.2496240623003
1654033856.0022118,1.5,-2.684461975097656,4.184461975097657,0.4535115146435298,11.543504552700021,0.8148000240325928,10.728704528667429,1.2925029502631122,-84.87484068993658,-205.78556829265005
1654033856.0280404,1.5,-0.7469376881917318,2.246937688191732,0.5115467692590452,8.07470276119678,3.393899917602539,4.6808028435942415,1.413401534260623,-234.1552272097072,50.25317726578999
1654033856.052305,1.5,0.1688201904296875,1.3311798095703125,0.5438472803234314,6.469290581404644,6.397299766540527,0.07199081486411707,1.4151483607188782,-189.9399519258632,107.16762174949979
1654033856.076891,1.5,0.0,1.5,0.5807262237667298,7.065083566367107,8.989399909973145,-1.924316343606037,1.3678371916503038,-81.19703164243948,53.30313526130895
1654033856.1006157,1.5,-0.08338311513264975,1.5833831151326498,0.6182916626103937,7.4948078685380555,10.566499710083008,-3.0716918415449523,1.2949619342869136,-48.36187320249609,51.05288944606629
1654033856.1257052,1.5,0.0,1.5,0.6559259161122858,7.591481412786002,11.04170036315918,-3.450218950373178,1.2083976578766629,-15.087071229240467,32.86346511757999
1654033856.1530178,1.5,0.10488067468007406,1.3951193253199259,0.6940301366338967,7.648449607077129,11.027899742126465,-3.3794501350493356,1.1160963680510216,2.591076278080374,19.528243991518764
1654033856.1764913,1.5,0.0,1.5,0.7292403884420632,8.104682719094441,11.285900115966797,-3.1812173968723556,1.0414220576507578,8.444958271968511,13.382532352914463
1654033856.2011786,1.5,0.0,1.5,0.7662713237295388,8.36389926610677,12.907899856567383,-4.544000590460612,0.929242996443026,-55.20181368667066,104.21895287418332
1654033856.2258253,1.5,0.24941153526306153,1.2505884647369385,0.7970942762696135,8.08083686336117,14.836600303649902,-6.755763440288732,0.7627353228449063,-89.73848638064425,189.0753157834673
1654033856.2505546,1.5,0.41512308120727537,1.0848769187927245,0.8239224708332452,7.937211133418166,16.692699432373047,-8.75548829895488,0.5462186475290022,-80.8647536067841,232.60991203288205
1654033856.2761388,1.5,0.0,1.5,0.8622988021625909,9.036091615138137,17.667400360107422,-8.631308744969285,0.32539333806045534,4.8537555447869405,162.5717967793867
1654033856.3020358,1.5,0.0,1.5,0.9011443412556085,9.30801038878926,18.018400192260742,-8.710389803471482,0.09982014630967323,-3.053673356656233,181.27440545626612
1654033856.3255537,1.5,0.0,1.5,0.9364211118473443,9.55494778293141,18.2593994140625,-8.70445163113109,-0.10488981590250829,0.2524964264352551,187.18138936967148
1654033856.3512816,1.5,0.2491152763366699,1.25088472366333,0.9686038581182951,9.281996454154726,18.26300048828125,-8.981004034126524,-0.3359529735388235,-10.7490881383118,213.05719487684587
1654033856.3764193,1.5,0.10950213273366292,1.390497867266337,1.0035577247515257,9.805899807793354,17.851499557495117,-8.045599749701763,-0.53820054777517,37.21126695859927,159.14827858310517
1654033856.4030392,1.5,0.0,1.5,1.0434875915422972,10.30441314079608,17.146299362182617,-6.841886221386536,-0.7203309513868895,45.218540345597646,134.67748619910253
1654033856.4268644,1.5,0.41872358322143555,1.0812764167785645,1.0692491844856513,9.647297124956689,16.712200164794922,-7.064903039838233,-0.8886534575216463,-9.360555726000465,195.88821612095575
1654033856.4515057,1.5,0.418072509765625,1.081927490234375,1.095909257741713,9.835219784660744,16.91029930114746,-7.075079516486717,-1.0629924404059226,-0.41298498072278517,195.72002370673218
1654033856.4789202,1.5,0.0,1.5,1.1370310982187029,10.959217687530922,16.97170066833496,-6.012482980804039,-1.2278220177440822,38.76029829977822,145.40204290782404
1654033856.5014532,1.5,0.0,1.5,1.1708305080850359,11.195813556595253,17.130599975585938,-5.934786418990685,-1.3615502035071574,3.4481324727542058,181.43540452764051
1654033856.5268502,1.5,0.5871274312337239,0.9128725687662761,1.1940147895874473,10.183848664644684,17.680999755859375,-7.4971510912146915,-1.5519558168555132,-61.51753512544559,281.0920104700522
1654033856.5529132,1.5,0.7719369252522786,0.7280630747477214,1.2129902723085668,9.947058055655411,17.885700225830078,-7.938642170174667,-1.7588603730047132,-16.93940318385361,259.3468048513436
1654033856.5760615,1.5,0.8313915888468425,0.6686084111531575,1.2284674192314582,9.936488756926524,17.238100051879883,-7.301611294953359,-1.9278802490647977,27.519555345647213,213.39296834178913
1654033856.6013286,1.5,0.6669217427571614,0.8330782572428386,1.2495169110055597,10.412774891524595,16.09269905090332,-5.679924159378725,-2.0713955981102266,64.18170600963623,152.6562782551306
1654033856.6257057,1.5,0.9875689188639323,0.5124310811360677,1.2620084986183693,9.85892165260072,14.738900184631348,-4.879978532030627,-2.1903553599699945,32.81544471190412,169.32128477060922
1654033856.6527066,1.5,1.3519981384277344,0.14800186157226558,1.2660046826868248,9.158036501952305,13.178500175476074,-4.0204636735237695,-2.2989115139890086,31.83281774035096,156.9323077931997
1654033856.675909,1.5,1.3307963053385417,0.16920369466145835,1.2699306177542553,9.227921713602704,11.309399604797363,-2.081477891194659,-2.347206836744651,83.56825893222342,71.77670349285138
1654033856.7015538,1.5,0.6523581186930338,0.8476418813069662,1.2916682066455565,10.73696120913283,11.022199630737305,-0.28523842160447543,-2.354521713087572,70.04308577620336,46.550185030964144
1654033856.7257152,1.5,0.6820671717325847,0.8179328282674153,1.31143055883,10.81587956834483,10.853099822998047,-0.03722025465321721,-2.3554210042707,10.265083774583879,95.18157413850288
1654033856.7518966,1.5,0.995326042175293,0.504673957824707,1.3246436595805904,10.281853532713548,11.435500144958496,-1.1536466122449482,-2.3856251562421487,-42.6418687892365,167.5717676421113
1654033856.7773492,1.5,0.5847978591918945,0.9152021408081055,1.3479379462474868,11.26596990534862,11.792499542236328,-0.5265296368877088,-2.3990267117601998,24.638608023987135,94.43955047050225
1654033856.80469,1.5,0.16584439277648927,1.3341556072235108,1.3844146284952104,12.359213613913495,11.793399810791016,0.5658138031224791,-2.383556994287868,39.95308881454974,57.03663794999938
1654033856.8268788,1.5,0.8340300877888998,0.6659699122111002,1.3991917695464433,11.126282211247304,12.13700008392334,-1.010717872676036,-2.405983714014512,-71.0504594961524,191.03377228937245
1654033856.8526692,1.5,1.1668903350830078,0.33310966491699223,1.4077828186890582,10.520699060657392,12.375800132751465,-1.8551010720940724,-2.453827610945119,-32.74014616264565,176.39166894194184
1654033856.8769712,1.5,0.8404071807861329,0.6595928192138671,1.4238122471860077,11.285871368729788,11.688699722290039,-0.4028283535602508,-2.4636171479167825,59.75937675303916,63.07511085536844
1654033856.9029536,1.5,0.8403667449951172,0.6596332550048828,1.440951089021011,11.405924133156844,10.642900466918945,0.7630236662378991,-2.4437919771377277,44.870871093683675,51.119566018748834
1654033856.9258037,1.5,0.6875682830810547,0.8124317169189453,1.459515183504747,11.84146971837112,10.752300262451172,1.089169455919949,-2.41890441518338,14.273315841471,70.71325143642589
1654033856.962386,1.5,0.9184192657470703,0.5815807342529297,1.4807907045736937,11.528696400521715,11.722100257873535,-0.19340385735181975,-2.425979559870196,-35.060007548042734,142.3585884319153
1654033856.9760232,1.5,0.7541903813680013,0.7458096186319987,1.4909615372973426,11.928349998345396,12.790499687194824,-0.8621496888494278,-2.437736957534385,-49.037978216992315,169.499749992644
1654033857.0039985,1.5,0.5406663258870442,0.9593336741129558,1.5177992046002828,12.543261780427892,13.827400207519531,-1.284138427091639,-2.4736611420044783,-15.08432167827931,149.38388672757284
1654033857.030549,1.5,0.6552627563476563,0.8447372436523437,1.5402274273019203,12.47106647841813,14.005800247192383,-1.5347337687742524,-2.514409139103513,-9.438430366113382,151.35799859431592
1654033857.0529802,1.5,0.9277493158976237,0.5722506841023763,1.5530636597525018,12.015946986472265,13.953300476074219,-1.9373534896019535,-2.557866177115593,-17.949146025812425,169.3847664979583
1654033857.0771153,1.5,0.9979309717814128,0.5020690282185872,1.5651811523630916,11.960406122978817,13.487099647521973,-1.5266935245431554,-2.594713097484146,17.015042320319836,130.91440221642083
1654033857.101222,1.5,0.9971243540445963,0.5028756459554037,1.577303845290976,12.04687820894764,12.511500358581543,-0.4646221496339038,-2.6059136232857174,44.0570285732252,84.76593885098086
1654033857.1256976,1.5,1.0017444610595703,0.49825553894042973,1.5894989358510658,12.12300362883832,11.425700187683105,0.6973034411552153,-2.5888467209672132,47.472862837276836,56.54030690474871
1654033857.1536322,1.5,0.854250971476237,0.645749028523763,1.6075376451759062,12.54426157327887,11.50529956817627,1.0389620051026007,-2.559823783600286,12.230680243404867,79.8064321521936
1654033857.1772907,1.5,0.7539915084838867,0.7460084915161133,1.6251870975335883,12.868326665767345,12.468199729919434,0.40012693584791137,-2.5503573748776174,-27.002332802402684,128.11515836397143
1654033857.2031028,1.5,0.8417428970336914,0.6582571029663086,1.6421781279871617,12.811761101842748,13.218700408935547,-0.4069393070927987,-2.560861352925726,-31.266913942133968,149.36384752560127
1654033857.225502,1.5,0.5853434880574544,0.9146565119425456,1.662665690319432,13.467972856121115,14.035400390625,-0.5674275345038851,-2.5735712684299683,-7.164913029231064,131.60153576180815
1654033857.2506807,1.5,0.5870710372924804,0.9129289627075196,1.6856520282111662,13.625422122893202,14.294099807739258,-0.668677684846056,-2.590407683783633,-4.021266682897622,131.6393094828549
1654033857.276653,1.5,0.8359650293986003,0.6640349706013997,1.7028985877255538,13.248360055281678,14.324700355529785,-1.0763403002481073,-2.6183627883606566,-15.696013608277202,151.9375212405286
1654033857.301024,1.5,1.008512814839681,0.4914871851603191,1.7148765770605907,12.987110409744773,14.065899848937988,-1.0787894391932156,-2.644653867329871,-0.1004943628290556,139.109793312118
1654033857.3257506,1.5,0.9818586985270182,0.5181413014729818,1.7276884649249573,13.130101857420664,13.424300193786621,-0.29419833636595705,-2.6519284005212778,31.730612962489822,94.30546302038049
1654033857.3514683,1.5,1.15444704691569,0.34555295308431,1.7365753043012395,12.847133036277297,12.86460018157959,-0.017467145302292764,-2.6523776159404435,10.760325041746313,107.38713261515599
1654033857.3773983,1.5,0.6506428400675456,0.8493571599324544,1.758599074156723,14.008907838961969,13.805500030517578,0.20340780844439088,-2.6471032661482505,8.518147648904266,104.53464684917698
1654033857.401367,1.5,0.6521265665690105,0.8478734334309895,1.7789214952329455,14.148197333492599,14.327099800109863,-0.17890246661726472,-2.6513913250905605,-15.95039903644812,134.77352923575054
1654033857.4284117,1.5,0.7347428639729817,0.7652571360270183,1.7996177008413345,14.127838177943378,15.225000381469727,-1.0971622035263486,-2.6810638279408088,-33.95331635626636,171.56519942408863
1654033857.4513726,1.5,0.6693002700805664,0.8306997299194336,1.8186913153170357,14.392238667058116,15.770099639892578,-1.377860972834462,-2.7127007576885864,-12.225076277494388,159.29648241756644
1654033857.4775755,1.5,0.833036231994629,0.666963768005371,1.8361677116381163,14.187101517477556,15.965399742126465,-1.7782982246489087,-2.759297358646359,-15.282163062285301,172.50729325412365
1654033857.5017571,1.5,1.0044793446858724,0.4955206553141276,1.8481501960897049,13.92809268325619,15.89900016784668,-1.970907484590489,-2.8069570637189027,-7.965115005274932,172.06377148477944
1654033857.526382,1.5,1.172201410929362,0.3277985890706381,1.8562221788247597,13.649152429914594,15.267399787902832,-1.6182473579882384,-2.8468061209456694,14.321325468110514,146.353470918063
1654033857.5508611,1.5,1.3149627685546874,0.1850372314453126,1.8607517331117605,13.39533659467295,14.437899589538574,-1.0425629948656248,-2.8723271776863917,23.517333933776463,127.11061816998053
1654033857.57624,1.5,0.8266332626342774,0.6733667373657226,1.877841068813791,14.491620956427983,15.102499961853027,-0.6108790054250441,-2.8878306408331924,17.009534168615225,124.58442655883269
1654033857.614241,1.5,1.0050088882446289,0.49499111175537114,1.8966511379764823,14.26654018934612,15.275300025939941,-1.0087598365938213,-2.9261643438921934,-10.47032168052932,159.35847721220316
1654033857.6306226,1.5,0.7511110305786133,0.7488889694213867,1.9089192427893293,14.86021263836808,15.894100189208984,-1.0338875508409036,-2.9431012215286922,-1.5338854952320498,152.58858926063027
1654033857.6519902,1.5,0.6190515518188476,0.8809484481811524,1.9277429527118555,15.256097565345295,16.366100311279297,-1.1100027459340023,-2.9668192605874006,-3.5621863743251025,157.05607286735227
1654033857.6779568,1.5,1.0130516688028972,0.4869483311971028,1.9403873668142522,14.556608230093971,16.68239974975586,-2.125791519661888,-3.0220189328070144,-39.11898520642323,212.81754164218916
1654033857.70189,1.5,1.247443389892578,0.2525566101074219,1.9464318476607558,14.130136153840136,16.545499801635742,-2.4153636477956066,-3.0798262469780107,-12.099195434682844,197.12426736195476
1654033857.7263315,1.5,1.216953659057617,0.2830463409423829,1.9533499193221586,14.239542117139877,15.57610034942627,-1.336558232286393,-3.1124937091321225,44.1383004388817,125.2929756848341
1654033857.7510877,1.5,0.9041007359822592,0.5958992640177408,1.9681021166066859,14.968513344282284,15.40429973602295,-0.435786391740665,-3.1232821212229944,36.38571708853767,113.8287821806818
1654033857.776592,1.5,0.8308974583943685,0.6691025416056315,1.9851671424567863,15.234375080408768,15.949299812316895,-0.7149247319081269,-3.141515812282681,-10.94473424806022,163.09037593376283
1654033857.8015432,1.5,1.168869400024414,0.331130599975586,1.9934292547593864,14.616265983266878,16.213699340820312,-1.5974333575534345,-3.1813737227174137,-35.36935834212699,205.35896681610262
1654033857.8264604,1.5,1.0846274058024088,0.4153725941975912,2.0037791459021337,14.857199209710117,16.649900436401367,-1.7927012266912499,-3.2260426845288377,-7.836693183391211,186.64562774483718
1654033857.8507512,1.5,0.9906946818033854,0.5093053181966146,2.0161505795735666,15.131664693408196,16.179000854492188,-1.047336161083992,-3.2514833178495794,30.685076765866576,137.4427562788654
1654033857.87692,1.5,1.2405659993489584,0.2594340006510416,2.0229396620796174,14.679445635859407,15.640000343322754,-0.9605547074633467,-3.276619904203639,3.316215361214349,161.3583308165975
1654033857.9023473,1.5,1.423830795288086,0.07616920471191402,2.024876442456654,14.326473506620406,14.992600440979004,-0.6661269343585978,-3.293557741220065,11.579180369848482,148.48394390234978
1654033857.9308956,1.5,0.7565665562947591,0.7434334437052409,2.0461001593234487,15.809568002674624,15.621399879455566,0.1881681232190573,-3.2881858723535617,29.924613138284528,113.79649597150046
1654033857.9515796,1.5,0.6651923497517903,0.8348076502482097,2.063367323958459,16.113186568205634,16.153400421142578,-0.040213852936943795,-3.2890176558417266,-11.041478140960406,155.49859809557614
1654033857.975678,1.5,1.244305165608724,0.25569483439127594,2.0695291594098078,14.998093784651207,16.497100830078125,-1.499007045426918,-3.3251413216808197,-60.534866065470226,232.26674556684455
